HMDB ID,Name,Chemical Formula,Monoisotopic Mass
HMDB31811,"3,5-Dimethylphenyl methylcarbamate",C10H13NO2,179.094628665
HMDB31812,Oxfendazole,C15H13N3O3S,315.067761987
HMDB31813,N-Carbamoyl-2-amino-2-(4-hydroxyphenyl)acetic acid,C9H10N2O4,210.064056818
HMDB31814,Vitisin C,C56H42O12,906.267626808
HMDB31815,Dicloralurea,C5H6Cl6N2O3,351.85095831
HMDB31816,3-Hydroxyflavone,C15H10O3,238.062994186
HMDB31817,Cuminyl alcohol,C10H14O,150.10446507
HMDB31818,"D-2,3-Dihydroxypropanoic acid",C3H6O4,106.02660868
HMDB31819,45-Hydroxyyessotoxin,C55H82O22S2,1158.473915688
HMDB31820,Neotussilagine,C10H17NO3,199.120843415
HMDB31821,"1,2-Diphenylcyclobutane",C16H16,208.125200512
HMDB31822,Nitarsone,C6H6AsNO5,246.946193724
HMDB31823,Diphenyl disulfide,C12H10S2,218.0223917
HMDB31824,"4',5,8-Trihydroxyflavanone",C15H12O5,272.068473494
HMDB31825,Phenyl vinyl sulfide,C8H8S,136.034670946
HMDB31826,Fumonisin FP1,C39H62NO16,800.406859941
HMDB31827,Fumonisin FP2,C39H62NO15,784.411945319
HMDB31828,Fumonisin FP3,C39H62NO15,784.411945319
HMDB31829,Bisosthenon B,C28H24O8,488.147117744
HMDB31830,Ginsenoside Rg5,C42H70O12,766.486727704
HMDB31831,(20E)-Ginsenoside F4,C42H70O12,766.486727704
HMDB31832,Methyl methanethiosulfonate,C2H6O2S2,125.980920816
HMDB31833,Tiazuril,C17H14ClN3O2S,359.049525104
HMDB31834,"(Â±)-2,6-Dimethyl-5-heptenal",C9H16O,140.120115134
HMDB31835,Asparagoside C,C39H64O13,740.434692134
HMDB31836,Asparagoside D,C45H74O18,902.487515564
HMDB31837,3-O-trans-Feruloyleuscaphic acid,C40H56O8,664.397518768
HMDB31838,Asparagoside E,C45H76O19,920.49808025
HMDB31839,Ginsenoside F5,C41H70O13,770.481642326
HMDB31840,"(S,Z)-Lyratol acetate",C12H18O2,194.13067982
HMDB31841,"2,5-Dimethyl-3-propylpyrazine",C9H14N2,150.115698458
HMDB31842,Rhapontigenin,C15H14O4,258.089208936
HMDB31843,"2,3-Undecanedione",C11H20O2,184.146329884
HMDB31844,Trimethylpyrazine,C7H10N2,122.08439833
HMDB31845,3-Propylidene-1(3H)-isobenzofuranone,C11H10O2,174.068079564
HMDB31846,Geranylacetone,C13H22O,194.167065326
HMDB31847,"2-Ethyl-3,4-dihydroxyfuran",C6H8O3,128.047344122
HMDB31848,Butylated hydroxyanisole,C22H32O4,360.230059512
HMDB31849,2-Ethylpyrazine,C6H8N2,108.068748266
HMDB31850,2-Ethoxy-3-methylpyrazine,C7H10N2O,138.079312952
HMDB31851,"3-(5,6,6-Trimethylbicyclo[2.2.1]hept-1-yl)cyclohexanol",C16H28O,236.214015518
HMDB31852,2-Methoxy-3-methylpyrazine,C6H8N2O,124.063662888
HMDB31853,2-Thiophenemethanethiol,C5H6S2,129.991091572
HMDB31854,3-Methyl-5-propyl-2-cyclohexen-1-one,C10H16O,152.120115134
HMDB31855,5-Methyl-2-phenyl-2-hexenal,C13H16O,188.120115134
HMDB31856,(Â±)-2-Methyl-3-(4-methylphenyl)propanal,C11H14O,162.10446507
HMDB31857,3-(Methylthio)propanal,C4H8OS,104.029585568
HMDB31858,4-Methyl-5-vinylthiazole,C6H7NS,125.029919919
HMDB31859,Norfuraneol,C5H6O3,114.031694058
HMDB31860,2-Methoxy-3-(2-methylpropyl)pyrazine,C9H14N2O,166.11061308
HMDB31861,2-Acetylpyrazine,C6H6N2O,122.048012824
HMDB31862,2-(2-Methylpropyl)thiazole,C7H11NS,141.061220047
HMDB31863,gamma-Glutamyl-S-methylcysteine sulfoxide,C9H16N2O6S,280.072906944
HMDB31864,Methyleugenol,C11H14O2,178.099379692
HMDB31865,"4'-tert-Butyl-2',6'-dimethyl-3',5'-dinitroacetophenone",C14H18N2O5,294.121571696
HMDB31866,2-Methyl-4-phenyl-2-butanol,C11H16O,164.120115134
HMDB31867,"4-Acetyl-6-tert-butyl-1,1-dimethylindane",C17H24O,244.18271539
HMDB31868,Monomethyl phenylphosphonate,C7H9O3P,172.028930666
HMDB31869,"(S,E)-Lyratol propanoate",C13H20O2,208.146329884
HMDB31870,gamma-Glutamyl-S-(1-propenyl)cysteine sulfoxide,C11H18N2O6S,306.088557008
HMDB31871,Methyl propyl trisulfide,C4H10S3,153.99446239
HMDB31872,Methyl propyl disulfide,C4H10S2,122.0223917
HMDB31873,"1,7-Diphenyl-4-hepten-3-one",C19H20O,264.151415262
HMDB31874,N-gamma-Glutamyl-S-allylcysteine,C11H18N2O5S,290.093642386
HMDB31875,Methyl (methylthio)methyl disulfide,C3H8S3,139.978812326
HMDB31876,Prenyl glucoside,C11H20O6,248.125988372
HMDB31877,Acetylsalvipisone,C22H26O4,354.18310932
HMDB31878,Physalin E acetate,C30H34O12,586.205026552
HMDB31879,"11a,12a-Epoxy-3b-hydroxy-28,13-oleananolide 3-acetate",C32H48O5,512.350174646
HMDB31880,Ampeloside Bf2,C45H76O21,952.487909494
HMDB31881,Ampeloside Bf1,C51H86O26,1114.540732924
HMDB31882,Sandosapogenol,C30H48O3,456.360345402
HMDB31883,Sandosaponin B,C48H76O19,956.49808025
HMDB31884,Sandosaponin A,C48H76O19,956.49808025
HMDB31885,6-Hydroxypentadecanedioic acid,C15H28O5,288.193674006
HMDB31886,Rollidecin D,C37H66O6,606.485939844
HMDB31887,Rollidecin C,C35H62O6,578.454639716
HMDB31888,Theacitrin A,C37H28O18,760.127564092
HMDB31889,"(1(10)E,4E,6a,8b)-8-Angeloyloxy-14-oxo-1(10),4,11(13)-germacratrien-12,6-olide",C20H24O5,344.162373878
HMDB31890,7-(Methylthio)heptanenitrile,C8H15NS,157.092520175
HMDB31891,Capsianoside III,C50H84O26,1100.52508286
HMDB31892,Capsianoside II,C50H84O25,1084.530168238
HMDB31893,Squamoxinone,C37H68O7,624.49650453
HMDB31894,Castacrenin F,C55H30O33,1218.066933486
HMDB31895,Castacrenin G,C54H28O32,1188.0563688
HMDB31896,Erinacine D,C27H42O7,478.293053698
HMDB31897,Phaseolic acid,C12H22O6,262.141638436
HMDB31898,Porric acid C,C14H10O5,258.05282343
HMDB31899,Theacitrin C,C44H32O22,912.138522708
HMDB31900,"Methyl (2E,4Z,6E,8E,10E)-4,8-dimethyl-12-oxo-2,4,6,8,10-dodecapentaenoate",C15H18O3,246.125594442
HMDB31901,Blennin A,C15H22O3,250.15689457
HMDB31902,Blennin D,C15H22O4,266.151809192
HMDB31903,Castacrenin D,C48H30O30,1086.08218962
HMDB31904,Castacrenin E,C47H28O29,1056.071624934
HMDB31905,Chatenaytrienin 3,C37H64O2,540.490631292
HMDB31906,Muridienin 4,C37H66O2,542.506281356
HMDB31907,Muridienin 3,C37H66O2,542.506281356
HMDB31908,Chatenaytrienin 4,C37H64O2,540.490631292
HMDB31909,Muridienin 2,C37H66O2,542.506281356
HMDB31910,Chatenaytrienin 1,C35H60O2,512.459331164
HMDB31911,Porric acid B,C15H12O6,288.063388116
HMDB31912,Porric acid A,C16H14O6,302.07903818
HMDB31913,5alpha-Tomatidan-3-one,C27H43NO2,413.329379625
HMDB31914,Anhydrosafflor Yellow B,C48H52O26,1044.274681836
HMDB31915,Omphalotin A,C69H115N13O12,1317.878816209
HMDB31916,5-Hydroxy-2-(1-hydroxy-5-methyl-4-hexenyl)benzofuran,C15H18O3,246.125594442
HMDB31917,Dulxanthone C,C25H28O6,424.188588628
HMDB31918,Suspensolide F,C21H34O12,478.205026552
HMDB31919,Chaetoglobosin N,C33H38N2O5,542.278072336
HMDB31920,9-Hydroxycalabaxanthone,C24H24O6,408.1572885
HMDB31921,(R)-Norisocorydine,C19H21NO4,327.147058165
HMDB31922,"1-(2,4-Dihydroxyphenyl)-3-[8-hydroxy-2-methyl-2-(4-methyl-3-pentenyl)-2H-1-benzopyran-5-yl]-1-propanone",C25H28O5,408.193674006
HMDB31923,"10,20-Dihydroxyeicosanoic acid",C20H40O4,344.292659768
HMDB31924,4-Nerolidylcatechol,C21H30O2,314.224580204
HMDB31925,5-Hydroxy-2-(5-methyl-1-oxo-4-hexenyl)benzofuran,C15H16O3,244.109944378
HMDB31926,Trilobalicin,C35H62O8,610.44446896
HMDB31927,Glyurallin B,C25H26O6,422.172938564
HMDB31928,Panaxytriol,C17H26O3,278.188194698
HMDB31929,Zanthodioline,C16H19NO5,305.126322723
HMDB31930,Benzosimuline,C20H19NO2,305.141578857
HMDB31931,"Stigmast-22-ene-3,6-dione",C29H46O2,426.349780716
HMDB31932,"11,12,14-Trihydroxy-7-methoxy-8,11,13-abietatrien-20,6-olide",C21H28O6,376.188588628
HMDB31933,"11,12-Dihydroxy-7,14-dimethoxy-8,11,13-abietatrien-20,6-olide",C22H30O6,390.204238692
HMDB31934,"(9S,10E,12Z,15Z)-9-Hydroxy-10,12,15-octadecatrienoic acid",C18H30O3,294.219494826
HMDB31935,Blumenol C O-[rhamnosyl-(1->6)-glucoside],C25H42O11,518.272712186
HMDB31936,Blumenol C O-[apiosyl-(1->6)-glucoside],C24H40O11,504.257062122
HMDB31937,Squamocin F,C37H66O7,622.480854466
HMDB31938,Arachisprenol 10,C50H82O,698.636567246
HMDB31939,Arachisprenol 11,C55H90O,766.699167502
HMDB31940,Arachisprenol 12,C60H98O,834.761767758
HMDB31941,8'-Episesaminone,C20H18O7,370.10525293
HMDB31942,Niazinin A,C15H21NO6S,343.108958099
HMDB31943,(Z)-N-[(4-hydroxyphenyl)methyl]ethoxycarbothioamide 4'-(tri-acetylrhamnoside),C22H29NO9S,483.156302221
HMDB31944,Niazimicin A,C16H23NO6S,357.124608163
HMDB31945,Niaziminin A,C18H25NO7S,399.135172849
HMDB31946,N-[(4-hydroxyphenyl)methyl]ethoxycarbothioamide 4'-(tri-acetylrhamnoside),C22H29NO9S,483.156302221
HMDB31947,Niazicinin A,C17H23NO8,369.142366717
HMDB31948,1-Isobutanol,C21H27NO10,453.163496089
HMDB31949,Bis-N-butyl phthalate,C22H29NO10,467.179146153
HMDB31950,L-2-Aminoethyl seryl phosphate,C5H13N2O6P,228.05112267
HMDB31951,28-Methyl-27-nonacosenoic acid,C30H58O2,450.4436811
HMDB31952,1-(5-Methyl-3-pyridinyl)-1-decanone,C16H25NO,247.193614427
HMDB31953,"3,5-Dihydroxyergosta-7,22-dien-6-one",C28H44O3,428.329045274
HMDB31954,3-Methyl-3-butenyl apiosyl-(1->6)-glucoside,C16H28O10,380.168247116
HMDB31955,"Dimethyl (1R*,2S*,3S*)-2-carboxy-3-(3,4-dihydroxyphenyl)-2,3-dihydro-5,6-dihydroxy-1H-indene-1-acetate",C20H20O8,388.115817616
HMDB31956,Prenyl apiosyl-(1->6)-glucoside,C16H28O10,380.168247116
HMDB31957,3-Epicycloeucalenol,C30H50O,426.386166222
HMDB31958,3-O-Acetylepisamarcandin,C26H34O6,442.23553882
HMDB31959,Lablaboside D,C60H94O28,1262.593162424
HMDB31960,Lablaboside E,C66H106O32,1410.666721296
HMDB31961,Lablaboside F,C66H106O31,1394.671806674
HMDB31962,Tsugaric acid B,C33H52O5,528.381474774
HMDB31963,"(3b,6b,8a,12a)-8,12-Epoxy-7(11)-eremophilene-6,8,12-trimethoxy-3-ol",C18H30O5,326.20932407
HMDB31964,"(3b,6b,8b,12a)-8,12-Epoxy-7(11)-eremophilene-6-angeloyloxy-8,12-dimethoxy-3-ol",C22H34O6,394.23553882
HMDB31965,Melilotussaponin O1,C53H86O22,1074.561074436
HMDB31966,Lansimide 2,C36H36N2O5,576.262422272
HMDB31967,Precarthamin,C21H24O11,452.13186161
HMDB31968,Malvidin 3-glucoside-4-vinylphenol,C31H29O13,609.160816014
HMDB31969,3-Hydroxy-2-(4-methylbenzoyl)-4H-1-benzopyran-4-one,C17H12O4,280.073558872
HMDB31970,1beta-Hydroxyalantolactone,C15H20O3,248.141244506
HMDB31971,Xanthotoxol arabinoside,C16H14O8,334.068867424
HMDB31972,Heliespirone A,C15H20O4,264.136159128
HMDB31973,"(2RS,5RS)-(E)-2-(2-Phenylethenyl)-1,3-dioxan-5-ol",C12H14O3,206.094294314
HMDB31974,Malvidin 6-(6-p-coumaroylglucoside)-4-vinylphenol,C40H35O15,755.19759545
HMDB31975,3-Methoxy-2-(4-methylbenzoyl)-4H-1-benzopyran-4-one,C18H14O4,294.089208936
HMDB31976,"Methyl (9Z)-10'-oxo-6,10'-diapo-6-carotenoate",C20H24O3,312.172544634
HMDB31977,"Methyl (9Z)-6'-oxo-6,5'-diapo-6-carotenoate",C26H32O3,392.23514489
HMDB31978,"Methyl (9Z)-6'-oxo-6,6'-diapo-6-carotenoate",C25H30O3,378.219494826
HMDB31979,"Methyl (9Z)-8'-oxo-6,8'-diapo-6-carotenoate",C23H28O3,352.203844762
HMDB31980,Amino (methoxysulfinyl) pentasulfide,CH5NO2S6,254.864452549
HMDB31981,Niazidin,C15H18N2O6S,354.088557008
HMDB31982,3-Mercapto-2-butanone,C4H8OS,104.029585568
HMDB31983,Lucyobroside,C39H73NO9,699.528532939
HMDB31984,"2,5-Dimethoxy-4-(2-propenyl)phenol",C11H14O3,194.094294314
HMDB31985,gamma-Glutamyl-S-methylcysteine,C9H16N2O5S,264.077992322
HMDB31986,C.I. Pigment Red 149,C40H26N2O4,598.18925733
HMDB31987,Sulforhodamine B,C27H30N2O7S2,558.149442704
HMDB31988,Licorice glycoside B,C35H36O15,696.205420482
HMDB31989,Licorice glycoside A,C36H38O16,726.215985168
HMDB31990,Pitheduloside K,C52H84O22,1060.545424372
HMDB31991,Negletein 6-[rhamnosyl-(1->2)-fucoside],C28H32O13,576.18429111
HMDB31992,Dulxanthone A,C19H18O6,342.110338308
HMDB31993,Glyurallin A,C21H20O5,352.13107375
HMDB31994,Licorice glycoside D1,C35H36O15,696.205420482
HMDB31995,Licorice glycoside C1,C36H38O16,726.215985168
HMDB31996,Licorice glycoside E,C35H35NO14,693.205754833
HMDB31997,Simulenoline,C20H23NO3,325.167793607
HMDB31998,Peroxysimulenoline,C20H23NO4,341.162708229
HMDB31999,Casuarine 6-alpha-D-glucoside,C14H25NO10,367.147846025
HMDB32000,Raphanatin,C16H23N5O6,381.164833493
HMDB32001,"N-(2,4-Eicosadienoyl)piperidine",C25H45NO,375.350115067
HMDB32002,Dehydrotomatine,C50H81NO21,1031.530108659
HMDB32003,Eremopetasin sulfoxide,C19H26O4S,350.15518001
HMDB32004,"Ergostane-3,6-dione",C28H46O2,414.349780716
HMDB32005,"2-Geranyl-2',3,4,4'-tetrahydroxydihydrochalcone",C25H30O5,410.20932407
HMDB32006,Epifisetinidol-(4beta->8)-epicatechin-(6->4beta)-epifisetinidol,C45H38O16,834.215985168
HMDB32007,Epifisetinidol-(4beta->8)-catechin,C30H26O11,562.147511674
HMDB32008,Kaempferol 3-sophorotrioside,C33H40O21,772.206208342
HMDB32009,Quercetin 3-(glucosyl-(1->4)-rhamnoside) 7-rutinoside,C39H50O25,918.26411715
HMDB32010,Gibberellin A110,C20H28O5,348.193674006
HMDB32011,Gibberellin A112,C20H28O5,348.193674006
HMDB32012,4-Hydroxy-3-methoxybenzenemethanol,C8H10O3,154.062994186
HMDB32013,Vanilloloside,C14H20O8,316.115817616
HMDB32014,"2,3,6-Trimethylbenzaldehyde",C10H12O,148.088815006
HMDB32015,Duryl aldehyde,C10H12O,148.088815006
HMDB32016,"2,4,6-Trimethylbenzaldehyde",C10H12O,148.088815006
HMDB32017,"3,4,5-Trimethylbenzaldehyde",C10H12O,148.088815006
HMDB32018,Phenyl salicylate,C13H10O3,214.062994186
HMDB32019,"2,6-Dimethylbenzenethiol",C8H10S,138.05032101
HMDB32020,4-(beta-Methylaminoethyl)catechol,C9H13NO2,167.094628665
HMDB32021,cis-Methylbixin,C26H32O4,408.230059512
HMDB32022,Tsugaric acid A,C32H50O4,498.370910088
HMDB32023,3-Epidemissidine,C27H45NO,399.350115067
HMDB32024,4-Ethylbenzaldehyde,C9H10O,134.073164942
HMDB32025,4'-Isopropylacetophenone,C11H14O,162.10446507
HMDB32026,Sinalexin,C10H8N2OS,204.035733578
HMDB32027,"3-(2-Methylpropylidene)-3alpha,4-dihydro-1(3H)-isobenzofuranone",C12H14O2,190.099379692
HMDB32028,(E)-3-(2-Methylpropylidene)-1(3H)-isobenzofuranone,C12H12O2,188.083729628
HMDB32029,2-Isopropylphenol,C9H12O,136.088815006
HMDB32030,Guaicyl acetate,C9H10O3,166.062994186
HMDB32031,"N-(2,14-Eicosadienoyl)piperidine",C25H45NO,375.350115067
HMDB32032,"2,4,14-Eicosatrienoic acid isobutylamide",C24H43NO,361.334465003
HMDB32033,"2,4,12-Octadecatrienoic acid isobutylamide",C22H39NO,333.303164875
HMDB32034,"2,4,12-Octadecatrienoic acid piperidide",C23H39NO,345.303164875
HMDB32035,"6-(3,4-Methylenedioxyphenyl)-3,5-hexadien-2-one",C13H12O3,216.07864425
HMDB32036,4-Ethoxyphenol,C8H10O2,138.068079564
HMDB32037,"1,3-Benzenediol",C6H6O2,110.036779436
HMDB32038,Isopropyl benzoate,C10H12O2,164.083729628
HMDB32039,Benzoin,C14H12O2,212.083729628
HMDB32040,Benzoyl peroxide,C14H10O4,242.057908808
HMDB32041,"1,3-Diphenyl-1-propanone",C15H14O,210.10446507
HMDB32042,Butyl 3-methylbutanoate,C9H18O2,158.13067982
HMDB32043,Benzyl 3-methylbutanoate,C12H16O2,192.115029756
HMDB32044,Hexyl 3-methylbutanoate,C11H22O2,186.161979948
HMDB32045,Pentyl 3-methylbutanoate,C10H20O2,172.146329884
HMDB32046,Isopropyl 3-methylbutanoate,C8H16O2,144.115029756
HMDB32047,Propyl 3-methylbutanoate,C8H16O2,144.115029756
HMDB32048,"2,6-Di-tert-butyl-4-hydroxymethylphenol",C15H24O2,236.177630012
HMDB32049,Benzophenone,C13H10O,182.073164942
HMDB32050,alpha-Terpineol formate,C11H18O2,182.13067982
HMDB32051,alpha-Terpineol acetate,C12H20O2,196.146329884
HMDB32052,alpha-Terpineol propanoate,C13H22O2,210.161979948
HMDB32053,alpha-Terpineol butanoate,C14H24O2,224.177630012
HMDB32054,alpha-Terpinyl pentanoate,C15H26O2,238.193280076
HMDB32055,N-Acetylhistidine,C8H11N3O3,197.080041233
HMDB32056,Eugenyl benzoate,C17H16O3,268.109944378
HMDB32057,"(E)-3-(2,3-Dihydroxyphenyl)-2-propenoic acid",C9H8O4,180.042258744
HMDB32058,Isoeugenol benzyl ether,C17H18O2,254.13067982
HMDB32059,2-Bromophenol,C6H5BrO,171.952377429
HMDB32060,2-Butyl-4-methylphenol,C11H16O,164.120115134
HMDB32061,3-Butylidene-1(3H)-isobenzofuranone,C12H12O2,188.083729628
HMDB32062,"2-tert-Butyl-1,4-benzenediol",C10H14O2,166.099379692
HMDB32063,4-tert-Butylphenol,C10H14O,150.10446507
HMDB32064,(S)-3-Butyl-1(3H)-isobenzofuranone,C12H14O2,190.099379692
HMDB32065,Butyl dodecanoate,C16H32O2,256.240230268
HMDB32066,Carbanilide,C13H12N2O,212.094963016
HMDB32067,Allyl crotonate,C7H10O2,126.068079564
HMDB32068,Notoginsenoside H,C47H80O19,948.529380378
HMDB32069,Brevetoxin B2,C53H79NO17S,1033.506870797
HMDB32070,Isooctyl acetate,C10H20O2,172.146329884
HMDB32072,(Z)-3-Phenyl-2-propenal,C9H8O,132.057514878
HMDB32073,o-Tolyl acetate,C9H10O2,150.068079564
HMDB32074,1-Methoxy-2-methylbenzene,C8H10O,122.073164942
HMDB32075,p-Tolyl acetate,C9H10O2,150.068079564
HMDB32076,1-Methoxy-4-methylbenzene,C8H10O,122.073164942
HMDB32077,Dibenzyl disulfide,C14H14S2,246.053691828
HMDB32078,Dibenzyl ether,C14H14O,198.10446507
HMDB32079,"2,4-Dibromophenol",C6H4Br2O,249.862890044
HMDB32080,"2,6-Dibromophenol",C6H4Br2O,249.862890044
HMDB32081,"4,10-Longipinanedione",C15H22O2,234.161979948
HMDB32082,Rosmic acid,C21H26O7,390.167853186
HMDB32083,24-Methylenepollinastanone,C28H44O,396.33921603
HMDB32084,"29-Norcycloartane-3,24-dione",C29H46O2,426.349780716
HMDB32085,Koeniginequinone A,C14H11NO3,241.073893223
HMDB32086,Muricoreacin,C35H64O9,628.455033646
HMDB32087,"5-Hydroxy-14,16-hentriacontanedione",C31H60O3,480.454245786
HMDB32088,Jimenezin,C37H66O7,622.480854466
HMDB32089,Muricapentocin,C35H64O8,612.460119024
HMDB32090,"12-Oxo-2,3-dinor-10,15-phytodienoic acid",C16H24O3,264.172544634
HMDB32091,Glacin B,C35H64O7,596.465204402
HMDB32092,Glacin A,C35H64O7,596.465204402
HMDB32093,4-Hydroxy-3-(16-methylheptadecyl)-2H-pyran-2-one,C23H40O3,364.297745146
HMDB32094,Panatellin,C35H64O5,564.475375158
HMDB32095,"5-Hydroxy-4-methoxy-5-(1-oxo-9,12,15-hexadecatrienyl)-2(5H)-furanone",C21H30O5,362.20932407
HMDB32096,Omphalotin B,C74H123N13O18,1481.910904197
HMDB32097,"2,4-cis-Trilobacinone",C37H66O7,622.480854466
HMDB32098,Cepanone,C13H22O2,210.161979948
HMDB32099,"Dimethyl 3-methoxy-4-oxo-5-(8,11,14-pentadecatrienyl)-2-hexenedioate",C24H36O6,420.251188884
HMDB32100,Omphalotin C,C76H125N13O19,1523.921468883
HMDB32101,Omphalotin D,C73H119N13O18,1465.879604069
HMDB32102,"1,2,3,4-Tetrahydro-b-carboline-1,3-dicarboxylic acid",C13H12N2O4,260.079706882
HMDB32103,Muricatalicin,C35H64O8,612.460119024
HMDB32104,Glabranin,C37H66O7,622.480854466
HMDB32105,"1,2-Anhydridoniveusin",C20H24O7,376.152203122
HMDB32106,"(3beta,22E,24R)-3-Hydroxyergosta-5,8,22-trien-7-one",C28H42O2,410.318480588
HMDB32107,"(3beta,5alpha,6beta,7alpha,22E,24R)-Ergosta-8,22-diene-3,5,6,7-tetrol",C28H46O4,446.33960996
HMDB32108,"(3beta,5alpha,6alpha,22E,24R)-Ergosta-7,9(11),22-triene-3,5,6-triol",C28H44O3,428.329045274
HMDB32109,Koeniginequinone B,C15H13NO4,271.084457909
HMDB32110,Litcubine,C19H22NO4,328.154883197
HMDB32111,Adlupone,C31H46O4,482.33960996
HMDB32112,"1,2,4-Nonadecanetriol",C19H40O3,316.297745146
HMDB32113,Glabracin A,C37H66O8,638.475769088
HMDB32114,Bis(5-hydroxynoracronycine),C38H34N2O8,646.231516074
HMDB32115,1-(Methylthio)ethyl 2-propenyl disulfide,C6H12S3,180.010112454
HMDB32116,Helinorbisabone,C14H18O4,250.120509064
HMDB32117,Sasanquol,C30H52O,428.401816286
HMDB32118,"2,6-Dimethyl-7-octen-3-one",C10H18O,154.135765198
HMDB32119,"4-Hydroxy-2,6-dimethyl-7-octen-3-one",C10H18O2,170.13067982
HMDB32120,"2,6-Dimethyl-1,7-octadien-3-one",C10H16O,152.120115134
HMDB32121,Annuionone B,C13H18O3,222.125594442
HMDB32122,"3(4->5)-Abeo-4,11:4,12-diepoxy-3-eudesmanol",C15H24O3,252.172544634
HMDB32123,"(3beta,5alpha,6alpha,9alpha,22E,24R)-Ergosta-7,22-diene-3,5,6,9-tetrol",C28H46O4,446.33960996
HMDB32124,(Z)-Methyl 3-(methylsulfinyl)-1-propenyl disulfide,C5H10OS3,181.989377012
HMDB32125,"(S)-25-Hydroxy-14,16-hentriacontanedione",C31H60O3,480.454245786
HMDB32126,zeta-Carotene epoxide,C40H60O,556.464416542
HMDB32127,Clofenotane,C14H9Cl5,351.914688823
HMDB32128,"1-(2,4-Dihydroxyphenyl)-1-butanone",C10H12O3,180.07864425
HMDB32129,"2',5'-Dihydroxychalcone",C15H12O3,240.07864425
HMDB32130,"3',4'-Dihydroxychalcone",C15H12O3,240.07864425
HMDB32131,"3-(3,5-Dihydroxyphenyl)-2-propenoic acid",C9H8O4,180.042258744
HMDB32132,"2-Isopropyl-1,4-benzenediol",C9H12O2,152.083729628
HMDB32133,Bisphenol A,C15H16O2,228.115029756
HMDB32134,"Gentiobiosyl 2-methyl-6-oxo-2E,4E-heptadienoate",C20H30O13,478.168641046
HMDB32135,2-Methoxy-4-propylphenol,C10H14O2,166.099379692
HMDB32136,2-Methoxy-4-methylphenol,C8H10O2,138.068079564
HMDB32137,"2,6-Dimethyl-1,4-benzenediol",C8H10O2,138.068079564
HMDB32138,"3,4-Dimethoxybenzaldehyde",C9H10O3,166.062994186
HMDB32139,"1,2-Dimethoxybenzene",C8H10O2,138.068079564
HMDB32140,"2',4'-Dimethylacetophenone",C10H12O,148.088815006
HMDB32141,4-(Dimethylamino)azobenzene,C14H15N3,225.126597495
HMDB32142,"2,4-Dimethylbenzaldehyde",C9H10O,134.073164942
HMDB32143,Palaudine,C19H19NO4,325.131408101
HMDB32144,24-Methyl-28-norcycloart-25-en-3-ol,C30H50O,426.386166222
HMDB32145,31-Norcyclolaudenone,C30H48O,424.370516158
HMDB32146,"(3beta,5alpha)-14-Methyl-9,19-cycloergost-25-en-3-ol",C29H48O,412.370516158
HMDB32147,Geranylcitronellol,C20H36O,292.276615774
HMDB32148,"2,3-Dimethylphenol",C8H10O,122.073164942
HMDB32149,"1-Methoxy-2,4-dimethylbenzene",C9H12O,136.088815006
HMDB32150,"2,6-Dimethylphenol",C8H10O,122.073164942
HMDB32151,"3,4-Dimethylphenol",C8H10O,122.073164942
HMDB32152,Acetaldehyde di-cis-3-hexenyl acetal,C14H26O2,226.193280076
HMDB32153,Acetaldehyde diisoamyl acetal,C12H26O2,202.193280076
HMDB32154,Acetaldehyde hexyl isoamyl acetal,C13H28O2,216.20893014
HMDB32155,"Acetaldehyde 1,3-octanediol acetal",C10H20O2,172.146329884
HMDB32156,alpha-Acetolactate decarboxylase (enzyme preparation from bacillus subtilis recombinant),C21H25N3O3S,399.161662371
HMDB32158,(+/-)-1-Acetoxy-1-ethoxyethane,C6H12O3,132.07864425
HMDB32159,"2-Acetyl-3,5-dimethylfuran",C8H10O2,138.068079564
HMDB32160,3-(Acetylthio)-2-methylfuran,C7H8O2S,156.02450019
HMDB32161,Acrylamide-acrylic acid resin,C6H9NO3,143.058243159
HMDB32162,Acrylic acid-2-acrylamido-2-methyl propane sulfonic acid copolymer,C10H17NO6S,279.077657971
HMDB32164,Allyl valerate,C8H14O2,142.099379692
HMDB32173,Bakers yeast extract,C19H14O2,274.099379692
HMDB32174,Benzaldehyde glyceryl acetal,C10H12O3,180.07864425
HMDB32175,N-Benzoylanthranilic acid,C14H11NO3,241.073893223
HMDB32176,Benzyl hexanoate,C13H18O2,206.13067982
HMDB32177,Benzyl trans-2-methyl-2-butenoate,C12H14O2,190.099379692
HMDB32178,Butadiene-styrene rubber,C12H14,158.109550448
HMDB32179,sec-Butylamine,C4H11N,73.089149357
HMDB32180,Butyl ethyl disulfide,C6H14S2,150.053691828
HMDB32181,alpha-Butyl-omega-hydroxypoly(oxyethylene) poly(oxypropylene),C13H28O4,248.198759384
HMDB32182,Cadinene,C15H28,208.219100896
HMDB32193,alpha-Campholene acetate,C12H20O2,196.146329884
HMDB32195,Carrageenan and salts of carrageenan,C42H74O46S6,1506.17754912
HMDB32197,"Cellulose, microcrystalline",C14H26O11,370.147511674
HMDB32198,Cellulose triacetate,C30H34Cl2N4O,536.210967144
HMDB32199,"Chymosin preparation, escherichia coli k-12",C30H27N3O15,669.144217209
HMDB32200,"cis- and trans-Ethyl 2,4-dimethyl-1,3-dioxolane-2-acetate",C9H16O4,188.104859
